duration_s,energy_frames,energy_voiced_ratio,energy_rms_db_mean,energy_rms_db_std,energy_rms_db_min,energy_rms_db_max,energy_rms_db_median
1.85,116.0,0.896551724137931,-5.292922533475435,2.3195311031102883,-7.785652160644531,0.0,-5.916233062744141
2.09,131.0,0.900763358778626,-15.54233764389814,6.799651355728956,-20.41939926147461,0.0,-19.25292015075684
13.49,844.0,0.8933649289099526,-17.086312228235705,9.988994089966534,-37.62061309814453,0.0,-14.09814453125
1.76,111.0,0.8648648648648649,-7.908252199490865,4.085583417429445,-13.932666778564451,0.0,-8.223176956176758
5.4,338.0,0.8994082840236687,-9.8890055543498,7.058660351926288,-28.113571166992188,0.0,-7.938190460205078
8.9725,561.0,0.9001782531194296,-10.335162646227545,6.996487396881879,-27.389842987060547,0.0,-8.5223388671875
2.5799375,162.0,0.8827160493827161,-11.87545779034808,7.277841304482112,-22.77890396118164,0.0,-12.156253814697266
6.6166875,414.0,0.8985507246376812,-12.60466451542352,6.913134109209068,-30.960105895996094,0.0,-10.909597396850586
10.7599375,673.0,0.8915304606240714,-13.298266944885254,6.439275430011395,-23.40491485595703,0.0,-12.378177642822266
8.2199375,514.0,0.8949416342412452,-18.7186688920726,8.49826083640664,-36.03130722045898,0.0,-16.785255432128906
14.4799375,905.0,0.8961325966850828,-20.01631022734354,9.509471837075626,-29.58232688903809,0.0,-26.547895431518555
4.1875625,262.0,0.8969465648854962,-10.860538993997777,6.146354635700286,-24.500045776367188,0.0,-9.92270278930664
4.49,281.0,0.900355871886121,-7.470569233649333,4.930073234944506,-17.639833450317383,0.0,-7.211996078491211
4.5099375,282.0,0.8971631205673759,-7.490960501870619,4.569318838425801,-19.252309799194336,0.0,-7.961915969848633
3.667625,230.0,0.8956521739130435,-10.355229646256827,7.335256549044187,-19.692493438720703,0.0,-11.434877395629885
2.55,160.0,0.9,-10.352196560965645,8.532595890152638,-28.123241424560547,0.0,-7.796024322509766
2.2099375,139.0,0.8920863309352518,-11.935693264007568,10.23788623130608,-27.31468772888184,0.0,-7.7546844482421875
8.54,534.0,0.898876404494382,-12.495703995227814,5.469353253195743,-23.36765480041504,0.0,-12.31858730316162
3.98,249.0,0.8995983935742972,-12.363242166382928,10.203467082725876,-38.150482177734375,0.0,-9.771336555480955
9.52825,596.0,0.8909395973154363,-21.3270956459692,10.932978512675138,-31.99520874023437,0.0,-27.950244903564453
4.52675,283.0,0.8904593639575972,-15.47067301613944,7.9158381046712,-23.790721893310547,0.0,-21.05937957763672
2.1099375,132.0,0.8787878787878788,-11.577653128525306,6.52890650109329,-27.45575714111328,0.0,-11.225469589233398
5.5799375,349.0,0.8997134670487106,-16.614647282156973,7.619285679943302,-26.041576385498047,0.0,-16.63034439086914
4.0199375,252.0,0.8968253968253969,-11.207772634725655,7.356912837686755,-27.89437484741211,0.0,-9.739286422729492
1.4099375,89.0,0.8876404494382022,-12.578408832791483,6.520220101970923,-18.518978118896484,0.0,-16.243206024169922
1.97,124.0,0.8951612903225806,-9.398494703275665,7.014076733643463,-30.20996856689453,0.0,-7.022441864013672
8.91,557.0,0.8994614003590664,-9.616819297958038,5.269440592006796,-21.548219680786133,0.0,-8.504924774169922
1.840375,116.0,0.896551724137931,-5.1830264788407545,2.922921854979941,-12.148529052734377,0.0,-5.669628143310547
1.7509375,110.0,0.8909090909090909,-14.584792662640009,7.11272315311086,-22.07006454467773,0.0,-14.616180419921877
4.738875,297.0,0.8922558922558923,-12.299374260092682,5.546080911388436,-17.81861114501953,0.0,-15.14556884765625
2.2599375,142.0,0.8943661971830986,-12.424818744809608,8.56795650959473,-27.46058464050293,0.0,-9.668130874633787
4.2071875,263.0,0.8973384030418251,-8.69669981326087,4.239799754854122,-19.26923370361328,0.0,-8.437453269958496
3.91,245.0,0.8979591836734694,-15.20562877329913,9.81274568302908,-36.46048355102539,0.0,-12.305169105529783
2.33,146.0,0.8904109589041096,-12.412174283541166,6.587393759593192,-25.99075698852539,0.0,-14.57171630859375
3.1899375,200.0,0.59,-16.492709030539302,11.440639011701386,-39.39539337158203,0.0,-15.806588172912598
2.54,159.0,0.89937106918239,-12.227098051484647,5.662942235355969,-22.34680938720703,0.0,-11.856109619140623
2.49,156.0,0.8974358974358975,-6.008502197265625,3.4998049799577555,-12.103347778320312,0.0,-6.446569442749023
4.6299375,290.0,0.9,-7.6796491776389635,4.981332396175933,-24.574928283691406,0.0,-6.894168853759766
1.2,76.0,0.8947368421052632,-14.01550713707419,6.358218017549268,-20.06683349609375,0.0,-17.29898452758789
8.6899375,544.0,0.8970588235294118,-13.376818832803943,9.547527492078604,-29.62803268432617,0.0,-11.501447677612305
11.062375,692.0,0.8959537572254336,-17.245347198363273,6.962093169893548,-25.203502655029297,0.0,-19.614198684692383
2.23,140.0,0.8928571428571429,-17.062365463256835,10.337044133995033,-28.892919540405277,0.0,-15.203676223754885
5.096875,319.0,0.8996865203761756,-7.550601241480598,3.328377709270221,-14.854816436767578,0.0,-7.775358200073242
4.73,296.0,0.8918918918918919,-17.53414435820146,9.769585950388729,-38.62068939208984,0.0,-15.541593551635742
1.568375,99.0,0.898989898989899,-9.69519092259782,4.681214036884299,-16.630762100219727,0.0,-9.996252059936523
1.4799375,93.0,0.8924731182795699,-12.061794074184924,6.715781157553305,-22.94084930419922,0.0,-12.431507110595703
7.5,469.0,0.6183368869936035,-19.26238421407239,8.688858891345902,-39.89020156860352,0.0,-17.433246612548828
2.2599375,142.0,0.8943661971830986,-8.404870175939845,7.447585889418967,-29.231708526611328,0.0,-5.959323883056641
2.3,144.0,0.8958333333333334,-11.03659966934559,6.953910151977865,-24.735301971435547,0.0,-12.03561019897461
2.73,171.0,0.8947368421052632,-11.774524863249336,4.4652802302258445,-15.704360961914062,0.0,-14.49624252319336
8.6025,538.0,0.895910780669145,-13.247730631056664,7.128576068209995,-26.508834838867188,0.0,-12.39516258239746
3.915875,245.0,0.8979591836734694,-14.67013334794478,7.342600401142862,-22.574012756347656,0.0,-18.472280502319336
8.433625,528.0,0.8977272727272727,-22.07664913467214,11.405064779375806,-33.375431060791016,0.0,-30.04877471923828
6.97,436.0,0.8990825688073395,-14.78525236188149,8.226747065962684,-33.01922607421875,0.0,-12.544870376586914
3.0824375,193.0,0.8963730569948186,-11.21527359802599,4.728640210965255,-20.882402420043945,0.0,-11.133317947387695
1.37,86.0,0.8953488372093024,-18.609908809909573,8.726181151108173,-25.267906188964844,0.0,-23.743667602539062
1.3499375,85.0,0.8941176470588236,-6.894409832201506,3.772546182217405,-13.999736785888672,0.0,-6.991125106811523
2.4699375,155.0,0.8774193548387097,-21.55104197649395,9.728655258015554,-39.98326873779297,0.0,-24.05424118041992
2.493,156.0,0.8974358974358975,-22.181720202309744,13.140960472991717,-38.48773956298828,0.0,-22.509801864624023
9.36,586.0,0.8976109215017065,-10.115172607363856,6.710906320081379,-28.8990535736084,0.0,-7.995731353759766
1.8399375,115.0,0.8956521739130435,-8.477213146617112,4.9122338260897545,-15.001228332519531,0.0,-8.462928771972656
3.7099375,232.0,0.896551724137931,-13.903952580231886,6.770277187634095,-31.05370330810547,0.0,-14.748998641967772
4.97,311.0,0.9003215434083601,-8.099171958650862,5.717083831591163,-22.98535919189453,0.0,-6.784115791320801
4.932625,309.0,0.8964401294498382,-18.45469777076253,7.97973498206453,-28.44910430908203,0.0,-18.970882415771484
2.1299375,134.0,0.8955223880597015,-17.049207957585654,13.148603967068007,-33.05413055419922,0.0,-16.064342498779297
8.3899375,525.0,0.8990476190476191,-10.46667098594924,5.194977039698291,-25.397401809692383,0.0,-10.387274742126465
1.73,109.0,0.8990825688073395,-11.823158886967873,8.99072079301783,-25.211849212646484,0.0,-10.198406219482422
4.8899375,306.0,0.8986928104575164,-12.325623758489437,7.427722039210423,-31.07535171508789,0.0,-10.152149200439451
2.4275,152.0,0.8947368421052632,-25.357584567630997,10.256299454882411,-36.3533821105957,0.0,-25.70944023132324
2.3859375,150.0,0.88,-21.5595195943659,7.256849127144776,-27.205978393554688,0.0,-25.083011627197266
2.6399375,165.0,0.896969696969697,-10.944112017348006,6.633849691397633,-21.625247955322266,0.0,-7.535030364990234
